id,feedback,tag,label
8242,işləmir tormuz,,technical_support
8243,Sükan dala qabağa terpenir,,technical_support
8244,тормоз слабыййй,,technical_support
8245,patkingler cox uzagdi,,other
8246,Zaryadkalari azdir. Artirin scooterlerin sayin ve zaryadka,Other,other
8247,Qabag əyləc tutmur,Brakes,technical_support
8248,Arxa əyləc çox zəifdir,Brakes,technical_support
8249,мокрые сидения,,technical_support
8250,salam ishe duwmur yardim edin,Electrical system,technical_support
8251,bike was poor,,other
8252,bahad7,,other
8253,so fine,,other
8254,işləmir!?!?!?,,technical_support
8255,tormuz zəifdi,,technical_support
8256,long waiting traffic lights,,other
8257,mühərriki normal işləmir.,,technical_support
8258,Rolunda eyrilik var. telefon tutan yeri qirilib,,technical_support
8259,Sag eylec demiri qiriq,Other,technical_support
8260,düdüldedi,,technical_support
8261,vlasibet yolları cox olsa yaxşı olar,,other
8262,kilidi aça bilmədim heç sürə bilmədim. xaiş edirəm pulu geri qaytarın,,customer_support
8263,ilk alarlar daha rahat və funksionaldır,,other
8264,"tormoz yeyilib her ikisi vizildayir, hetda cizir neyise, rulavoy pis gunde oz ozune hereket edir, sep qup quru. remonta getmelidir 100%",,technical_support
8265,Biraz sürətini artirin,,other
8266,Не набирает скорость,Gears/transmission,technical_support
8267,Велосипед вибрирует и не едет,Motor,technical_support
8268,zibil locker iwlemir. Duzeldin onu,,technical_support
8269,"колеса надо смазать, сильно шумит и винтики крыла отсутствуют (может по дороге упали)",Pedals,technical_support
8270,Hərəkətə başlayanda ayaq altında qəribə vibrasiya yaranır.,Gears/transmission,technical_support
8271,arxa təkəre və sol pedala baxılsın,,technical_support
8272,pedal problemi,,technical_support
8273,торомоза сломаны,,technical_support
8274,seats of most if the bikes are dirty after rainy weather,,technical_support
8275,velo açılmır,,technical_support
8276,xarab pedal,,technical_support
8277,əla,,other
8278,cihaz hereket etmir,,technical_support
8279,kilidə düşdü,,technical_support
8280,vaaauuuu!!!,,other
8281,it moved and stopped in an instant,,technical_support
8282,it is not smooth,,technical_support
8283,sloman sideniye,,technical_support
8284,"Bir skuteri aktiv eledim, amma başqa bir skuteri açdı və mən onu tapa bilmirəm.",Other,customer_support
8285,chox zordur,,other
8286,adamı çox yorur,,other
8287,Anbara getməlidir oturacaq bərkdən qırılıb,Other,technical_support
8288,The right pedal is a bit detached,,technical_support
8289,тормоз не работает,,technical_support
8290,işlemir hareket etmir,,technical_support
8291,qəzaya düşüb sürə bilmədim,,customer_support
8292,xerite parking yerini sehv gosterirdi,,technical_support
8293,Dayaq qırılıb,Other,technical_support
8294,Kilid əyilib açılmır,Other,technical_support
8295,skuter söndü güclə sonlandırma etdim,,customer_support
8296,sol pedal yerindən çıxır,Pedals,technical_support
8297,photo,,other
8298,Kilid açıkmadı,Brakes,technical_support
8299,işlemir sepi çıxıb,,technical_support
8300,"tekerde şis var idi, naraziyam artiq e bike velosipedler hamisi berbad gundedi bele sey olmaz pul qazanirsiz temir edin de",,technical_support
8301,skuter əladı,,other
8302,parking zonası cox azdır və zolaq yoxdur,,other
8303,çox pis sep yoxdu,,technical_support
8304,Oturacaq sıxan dəmiri yoxdu,Other,technical_support
8305,əyləc zəif,,technical_support
8306,"ужасно, наврятли я снова воспользуюсь",,other
8307,hər dəfə gedişi sonlandıranda parking ərazis,,customer_support
8308,ayaqligi qiriq idi,,technical_support
8309,velo çirklidi və texniki baxış keçirilsin,Other,technical_support
8310,işləmir!!!,,technical_support
8311,"skorusa görə pedallar dəyişmir, həmişə 2 ilə gedir",,technical_support
8312,"Xətai metrosunun önündə parking yeri var, lakin gedişi tamamlaya bilmirəm",Kickstand,customer_support
8313,Oturacaq demiri sınıb anbara,Other,technical_support
8314,zaryatkasi bitib,,technical_support
8315,Getmit,Other,technical_support
8316,sureti cox asagidir,,other
8317,Çalışmadı,Control panel,technical_support
8318,sazzz ❤️‍🔥,,other
8319,too hard on hills,,other
8320,velosiped saxlanilan yeri ne agilla bu cur montaj etmisiz. bolt yerden cox pis cixir. tekeri cox rahat deshe biler.,,other
8321,oturacaq fırlanır,,technical_support
8322,"oturacaq sinib, tenzimeyici",,technical_support
8323,gec kilidlənir.kart əlavə etdiyim halda balans artırmağa məcbur edir. minimal məbləğin beş manat olması heç də arzu olunan hal deyil,,customer_support
8324,qardas sureti azaltdirmadan evvel xeberdarliq eliyin xetai metrosun xocali parkinin basina qeder olmusem surumekten velosipedi 5km yuxari qalxmir ve + pedal agirlasib,,customer_support
8325,Rulu bosdur,Handlebar,technical_support
8326,pedalda əyrilik var idi,,technical_support
8327,Gitmiyor arızalı,Front wheel,technical_support
8328,Velo kilidlenir suret qalxmir,Other,technical_support
8329,"Задние тормоза не работают, скорость не набирает, ужас",,technical_support
8330,pis işləyir,,technical_support
8331,çox yavaş gedir bunu nəzərə alın sürət həvəskarıyam relax,,other
8332,nerimanova elave parklanma erazisi qoyun,,other
8333,yaxsı deyil,,other
8334,Salam burda saxlamisig yazilir vne zona ama burdan goturmuadul,Handlebar,customer_support
8335,oturacqqda problem var,,technical_support
8336,acceleration,,technical_support
8337,işdemedi,,technical_support
8338,Я не могу припарковаться,Other,customer_support
8339,period,,other
8340,zedelene biler,,other
8341,beleda,,other
8342,ərazidə skuter tapılmır 1km aralıdan götürmüşəm,,other
8343,held unlocked,,other
8344,əyləc ilişib qalıb,,technical_support
8345,velisopeddə nəsə nasazlıq var idi,,technical_support
8346,Yeniden velosiped ve telefon mekan ferqliliyi problemi. Tehvil vere bilmirem,Kickstand,customer_support
8347,Velo acilmir signal getmir,Other,technical_support
8348,sepi qırılıb Qoyulub bura,,technical_support
8349,Bu skuter küçədə qeyd edilmiç yerdə yoxdur,Vandalism,other
8350,ibir dene mesele i qeyd etmek isteyirem Salam demeli siqanal meselesi siqnal lazimdir mencd cox yungul sesle qarsindski adam kecidlerde gormur yol vermir,,other
8351,Velo birbat,,other
8352,tormozlandi,,technical_support
8353,"Rulu çox sərtdir, dönmür",Handlebar,technical_support
8354,tormuzda problem var bu səbəbdən velo pedalı fərladanda hərəkət etmir,,technical_support
8355,Hər şeyi,Other,other
8356,it has a broken seat,,technical_support
8357,"oturacaqi yetinde durmur, adhaghi dushur",,technical_support
8358,tormozu qırıqdı - break is broken,,technical_support
8359,çox ağır,,other
8360,amartizasiya sistemi olsa lap ela olar,,other
8361,"неисправность с тормозами ,сам по себе тормозит резко,тормоза заклинивают",,technical_support
8362,sol pedal laxlayır,,technical_support
8363,əyləclər çooox zəifdi,,technical_support
8364,elektiksizimiş,,technical_support
8365,амартизация 0,,technical_support
8366,biabrçılıq,,other
8367,bir az baha qiymətdi,,other
8368,Anbara disk əyilib qabaq təkər narmalni sürtür,Front wheel,technical_support
8369,add more scooters,,other
8370,Velosiped sirkələnirdi düz yolda,Rear wheel,technical_support
8371,it is not unlocking,,customer_support
8372,Arxa teker cirilib anbara getmelidi,Front wheel,technical_support
8373,2-sürətdə problem var.,,technical_support
8374,4.20 mi qaytarın,,customer_support
8375,ad condition,,technical_support
8376,rulevoya baxis z.o,Other,technical_support
8377,Phone stand isn’t opening,Other,technical_support
8378,Velosipedin skorsu xarabdır,,technical_support
8379,Telefon velosioedden uzaq gosterir ve velosipedi baglatya bitire bilmirem,Other,customer_support
8380,sepi xarabdi,,technical_support
8381,Xəritədə velosiped yolları görsədilsə yaxşı olar,,other
8382,scooter just doesn't work,,technical_support
8383,Sükanı saxlıyan demir tormoz verende dala qabağa gedir terpenir,,technical_support
8384,Salam velo xarabdı təkər işləmir,Motor,technical_support
8385,oz ozune dayandi,Firmware,customer_support
8386,suretler arxaya qayitmir 3 de ilishir,,technical_support
8387,ekran yanmır. Mator işləmir. Qabaq təkərin kilidi açılıb bağlanır,Motor,technical_support
8388,тормоза слабые и,,technical_support
8389,super velosiped,,other
8390,oturaqca hündürlüyü tənzimləmə və amortizasiya problemlidir. sürət amma yenilərdən daha yaxşıddır.,,technical_support
8391,"manevr qabiliyəti yoxdu,qaz götürmür",,technical_support
8392,Sadəcə əla!,,other
8393,🫱🏻‍🫲🏿,,other
8394,Qabaq təkər kiliddən açılmır,Other,technical_support
8395,"ela idi , lakin erazi kicikdir 👍👍👍",,other
8396,Salam biz bunu dayandıra bilmirik,QR code,customer_support
8397,"на велосипеде не было QR кода на руле, и пришлось сканировать код под сиденьем",,technical_support
8398,Yeri tanimir bu!!!,Gears/transmission,technical_support
8399,"kənar səslər gəlirdi, mənbəyini təyin edə bilmədim",,technical_support
8400,krılo yada qanadlar qabaqdakı xarabdır,,technical_support
8401,nqsazlıq var,,technical_support
8402,"to turn off(end) the ride, I waste 2-3 minutes",,customer_support
8403,"Arxa əyləc trosu pis haldadır, əyləc tutmur",Brakes,technical_support
8404,getmir velosiped,,technical_support
8405,işləmir hərəkət etmədi,,technical_support
8406,İşləmir,,technical_support
8407,cant start bicycle,,technical_support
8408,stoykasini qatlaya bilmedim,,technical_support
8409,qabaq teker döyür,,technical_support
8410,pedalı xarabdı bunun,,technical_support
8411,Stop edə\nBilmirəm,Other,customer_support
8412,qabaq işiq işləmir,,technical_support
8413,appin geridönüşü gecdir,,customer_support
8414,Baqlamaq olmur,Other,customer_support
8415,velosiped çox ağır gedir və çox yorur. əlavə olaraq gedişi 10 cəhddən sonra aonlandıra bildim. problem çıxırdı ekrana.,,customer_support
8416,qabaq təkəri ilişib işlənir,,technical_support
8417,списали больше,,other
8418,bu zibil islemirse niye bu qeder subscription odeyirem? 4 defe lock oldu hereket etmir!,,customer_support
8419,Sol şatun çıxıb,Other,technical_support
8420,Bundan əvvəl pul qabı itmişdi deyə esebiydim qr oxuda bilmədim sora da yadımdan çıxıb gedişi sonlandirmaq sonlandira  bilərsiz zəhmət olmasa.,QR code,customer_support
8421,beoken,,technical_support
8422,velonun locker iliwir,,technical_support
